    91   6.000    0.10016E+04   -0.16472E+02   -0.26946E+02    0.10000E+04    0.00000E+00   -0.00000E+00
    92   4.500    0.75814E+03    0.10560E+01   -0.52882E+02    0.75000E+03    0.00000E+00   -0.54687E+02
    93   3.000    0.50922E+03   -0.32122E+01   -0.94546E+02    0.50000E+03    0.00000E+00   -0.93750E+02
    94   1.500    0.25812E+03    0.57042E+00   -0.11395E+03    0.25000E+03    0.00000E+00   -0.11719E+03
    95   0.000   -0.22167E+00   -0.32241E+00   -0.12113E+03    0.00000E+00    0.00000E+00   -0.12500E+03
    96  -1.500   -0.25845E+03   -0.10784E+01   -0.11398E+03   -0.25000E+03    0.00000E+00   -0.11719E+03
    97  -3.000   -0.50934E+03    0.29326E+01   -0.94582E+02   -0.50000E+03    0.00000E+00   -0.93750E+02
    98  -4.500   -0.75781E+03   -0.11195E+01   -0.52878E+02   -0.75000E+03    0.00000E+00   -0.54687E+02
    99  -6.000   -0.10008E+04    0.16406E+02   -0.26944E+02   -0.10000E+04    0.00000E+00   -0.00000E+00
