 Displacements of field nodes
     1        -0.12585E-12        -0.60000E-04
     2        -0.70988E-05        -0.26667E-04
     3        -0.56790E-05        -0.66667E-05
     4        -0.38136E-13         0.37580E-13
     5         0.56790E-05        -0.66667E-05
     6         0.70988E-05        -0.26667E-04
     7         0.37293E-12        -0.60000E-04
     8        -0.23529E-03        -0.31894E-04
     9        -0.39840E-03        -0.31138E-04
    10         0.21696E-03        -0.16325E-03
    11         0.13483E-03        -0.13334E-03
    12         0.79530E-04        -0.11696E-03
    13         0.26446E-04        -0.11115E-03
    14        -0.23763E-04        -0.11859E-03
    15        -0.84560E-04        -0.13532E-03
    16        -0.16997E-03        -0.17407E-03
    17        -0.29923E-03        -0.21587E-03
    18        -0.44229E-03        -0.22417E-03
    19         0.37229E-03        -0.33918E-03
    20         0.25817E-03        -0.31517E-03
    21         0.15205E-03        -0.29807E-03
    22         0.54628E-04        -0.29390E-03
    23        -0.43954E-04        -0.29948E-03
    24        -0.14859E-03        -0.31806E-03
    25        -0.26758E-03        -0.34041E-03
    26        -0.40177E-03        -0.36208E-03
    27        -0.52027E-03        -0.38806E-03
    28         0.53222E-03        -0.57157E-03
    29         0.37418E-03        -0.54804E-03
    30         0.22672E-03        -0.53317E-03
    31         0.82850E-04        -0.52639E-03
    32        -0.58842E-04        -0.52885E-03
    33        -0.20392E-03        -0.53803E-03
    34        -0.35206E-03        -0.55471E-03
    35        -0.50258E-03        -0.57401E-03
    36        -0.65568E-03        -0.59553E-03
    37         0.66799E-03        -0.85856E-03
    38         0.47804E-03        -0.83793E-03
    39         0.29400E-03        -0.82287E-03
    40         0.11438E-03        -0.81537E-03
    41        -0.63452E-04        -0.81423E-03
    42        -0.24170E-03        -0.81990E-03
    43        -0.42182E-03        -0.83006E-03
    44        -0.60338E-03        -0.84625E-03
    45        -0.78773E-03        -0.86872E-03
    46         0.79554E-03        -0.11941E-02
    47         0.57458E-03        -0.11742E-02
    48         0.35830E-03        -0.11601E-02
    49         0.14572E-03        -0.11517E-02
    50        -0.64837E-04        -0.11492E-02
    51        -0.27482E-03        -0.11524E-02
    52        -0.48570E-03        -0.11613E-02
    53        -0.69957E-03        -0.11757E-02
    54        -0.91781E-03        -0.11957E-02
    55         0.91391E-03        -0.15775E-02
    56         0.66375E-03        -0.15592E-02
    57         0.41807E-03        -0.15458E-02
    58         0.17594E-03        -0.15378E-02
    59        -0.64244E-04        -0.15348E-02
    60        -0.30405E-03        -0.15374E-02
    61        -0.54522E-03        -0.15451E-02
    62        -0.78943E-03        -0.15586E-02
    63        -0.10387E-02        -0.15773E-02
    64         0.10250E-02        -0.20059E-02
    65         0.74726E-03        -0.19885E-02
    66         0.47405E-03        -0.19760E-02
    67         0.20424E-03        -0.19684E-02
    68        -0.63764E-04        -0.19656E-02
    69        -0.33155E-03        -0.19680E-02
    70        -0.60086E-03        -0.19753E-02
    71        -0.87357E-03        -0.19877E-02
    72        -0.11510E-02        -0.20051E-02
    73         0.11276E-02        -0.24771E-02
    74         0.82434E-03        -0.24613E-02
    75         0.52558E-03        -0.24497E-02
    76         0.23020E-03        -0.24428E-02
    77        -0.63453E-04        -0.24403E-02
    78        -0.35704E-03        -0.24425E-02
    79        -0.65228E-03        -0.24493E-02
    80        -0.95090E-03        -0.24608E-02
    81        -0.12543E-02        -0.24767E-02
    82         0.12228E-02        -0.29877E-02
    83         0.89568E-03        -0.29730E-02
    84         0.57321E-03        -0.29624E-02
    85         0.25411E-03        -0.29560E-02
    86        -0.63326E-04        -0.29538E-02
    87        -0.38076E-03        -0.29559E-02
    88        -0.69986E-03        -0.29622E-02
    89        -0.10224E-02        -0.29728E-02
    90        -0.13495E-02        -0.29875E-02
    91         0.13092E-02        -0.35349E-02
    92         0.96052E-03        -0.35217E-02
    93         0.61643E-03        -0.35121E-02
    94         0.27573E-03        -0.35064E-02
    95        -0.63304E-04        -0.35044E-02
    96        -0.40234E-03        -0.35064E-02
    97        -0.74307E-03        -0.35121E-02
    98        -0.10872E-02        -0.35217E-02
    99        -0.14360E-02        -0.35349E-02
   100         0.13879E-02        -0.41149E-02
   101         0.10195E-02        -0.41029E-02
   102         0.65578E-03        -0.40943E-02
   103         0.29541E-03        -0.40891E-02
   104        -0.63306E-04        -0.40874E-02
   105        -0.42203E-03        -0.40891E-02
   106        -0.78243E-03        -0.40943E-02
   107        -0.11462E-02        -0.41029E-02
   108        -0.15146E-02        -0.41149E-02
   109         0.14579E-02        -0.47250E-02
   110         0.10720E-02        -0.47144E-02
   111         0.69074E-03        -0.47067E-02
   112         0.31287E-03        -0.47022E-02
   113        -0.63317E-04        -0.47006E-02
   114        -0.43951E-03        -0.47022E-02
   115        -0.81739E-03        -0.47067E-02
   116        -0.11987E-02        -0.47144E-02
   117        -0.15845E-02        -0.47250E-02
   118         0.15201E-02        -0.53612E-02
   119         0.11186E-02        -0.53519E-02
   120         0.72183E-03        -0.53451E-02
   121         0.32842E-03        -0.53411E-02
   122        -0.63323E-04        -0.53398E-02
   123        -0.45507E-03        -0.53411E-02
   124        -0.84848E-03        -0.53451E-02
   125        -0.12453E-02        -0.53519E-02
   126        -0.16467E-02        -0.53612E-02
   127         0.15735E-02        -0.60208E-02
   128         0.11587E-02        -0.60129E-02
   129         0.74853E-03        -0.60071E-02
   130         0.34176E-03        -0.60037E-02
   131        -0.63325E-04        -0.60025E-02
   132        -0.46841E-03        -0.60037E-02
   133        -0.87518E-03        -0.60071E-02
   134        -0.12853E-02        -0.60129E-02
   135        -0.17001E-02        -0.60208E-02
   136         0.16191E-02        -0.67000E-02
   137         0.11929E-02        -0.66933E-02
   138         0.77137E-03        -0.66885E-02
   139         0.35319E-03        -0.66856E-02
   140        -0.63326E-04        -0.66846E-02
   141        -0.47984E-03        -0.66856E-02
   142        -0.89803E-03        -0.66885E-02
   143        -0.13196E-02        -0.66933E-02
   144        -0.17458E-02        -0.67000E-02
   145         0.16560E-02        -0.73959E-02
   146         0.12206E-02        -0.73906E-02
   147         0.78980E-03        -0.73867E-02
   148         0.36240E-03        -0.73845E-02
   149        -0.63326E-04        -0.73837E-02
   150        -0.48905E-03        -0.73845E-02
   151        -0.91646E-03        -0.73867E-02
   152        -0.13473E-02        -0.73906E-02
   153        -0.17827E-02        -0.73959E-02
   154         0.16852E-02        -0.81047E-02
   155         0.12425E-02        -0.81007E-02
   156         0.80440E-03        -0.80979E-02
   157         0.36972E-03        -0.80961E-02
   158        -0.63326E-04        -0.80955E-02
   159        -0.49637E-03        -0.80961E-02
   160        -0.93105E-03        -0.80979E-02
   161        -0.13691E-02        -0.81007E-02
   162        -0.18119E-02        -0.81047E-02
   163         0.17056E-02        -0.88242E-02
   164         0.12577E-02        -0.88215E-02
   165         0.81462E-03        -0.88196E-02
   166         0.37480E-03        -0.88185E-02
   167        -0.63326E-04        -0.88181E-02
